ID,Ruleset,Name,Requirements,Effects description,Flavor text,Restrictions,Dzięki dla Zbycha za xmind 
PERK_MISTRZWLOCZNI,Neuroshima Edycja 1.5,Mistrz włóczni,"Broń ręczna 6+, Zręczność 14+","Gdy zaczyna się walka, a twój przeciwnik jest w takiej odległości, że musicie do siebie podbiec lub podejść, masz przed testem Inicjatywy jedną dodatkową turę walki, w której automatycznie posiadasz Inicjatywę. Dopiero po tej turze w normalny sposób testujecie Inicjatywę. Działa tylko, gdy walczysz włócznią.","Gdy biegł na mnie, wyglądało to tak, jakby chciał skoczyć o tyczce. Niestety, nie o to mu chodziło.",NIEOGRANICZONE,
PERK_MYSLECJAKMASZYNA,Neuroshima Edycja 1.5,Myśleć jak maszyna,"Postrzeganie emocji 11+, Elektronika 11+ lub Mechanika 11+","Po wykonaniu Bardzo Trudnego testu Postrzegania emocji i Bardzo Trudnego testu Mechaniki lub Elektroniki, Bohater jest w stanie przewidzieć następne posunięcie maszyny Molocha. Sztuczki można użyć tylko raz przeciwko tej samej maszynie.","Nestugow jest cholernym cyborgiem. To półbóg, mówię Ci. Patrzy przez lornetkę na biegnącego Łowcę i mówi: ""zawróci"". Po kilku sekundach Łowca zawraca.",NIEOGRANICZONE,
PERK_NAPEWNODZIALA,Neuroshima Edycja 1.5,Na pewno działa!,"Rusznikarstwo 4+","Przy wyniku rzutu na zablokowanie broni w zakresie 11-18, broń zacina się aż do czasu jej naprawienia już po walce. Dzięki tej sztuczce Bohater potrafi zmusić broń do oddania jeszcze jednego strzału.","Usłyszeliśmy ""klik"" i już wiedziałem, że mamy przesrane. Spluwa Cichego, którą celował prosto w łeb szefa tej grupy mutantów, właśnie się zacięła. Nie było na to lepszego momentu... Cichy splunął, wycedził pod nosem: ""No strzelaj zdziro"" i jeszcze raz nacisnął spust. Łeb mutanta pękł jak dynia.",NIEOGRANICZONE,
PERK_NAPRAWDETONIEMOJAWINA,Neuroshima Edycja 1.5,"Naprawdę, to nie moja wina","Mechanika 3+ Spryt 13+","Potrafisz uszkodzić urządzenie w taki sposób, że do jego naprawy wymagany będzie Bardzo trudny test Mechaniki. Musisz poświęcić na to około kwadransu. Urządzenie nie może mieć zabezpieczeń np. w postaci zwartego pancerza - musisz mieć dostęp do wnętrza. Sztuczka nie dotyczy bardzo prostych urządzeń.","Ten sukinsyn oparł się o barierkę i wtedy nagle spadł mu kapelusz. Mówię ci, to niewiarygodne. Pieprzony kapelusz dostał się między łopatki turbiny. Najpierw coś zgrzytnęło, potem zapiszczało, zadymiło. I w końcu wybuchło. Ledwie uszliśmy z życiem. A teraz Chicago nie ma elektrowni.",NIEOGRANICZONE,
PERK_NAUCZYCIEL,Neuroshima Edycja 1.5,Nauczyciel,"Dowolna wiedza ogólna 4+",Bohater potrafi przekazywać wiedzę szybko i efektywnie. Może uczyć inne postacie swoich Umiejętności (kosztują wówczas 10% mniej w Punktach Doświadczenia). Poza tym Bohater jest jednym z najmilej widzianych gości w każdej osadzie.,"Jeśli coś potrafisz i jeszcze tego nauczasz - masz parasol ochronny. Żaden wieśniak, na przykład ten, któremu powiedziałeś, jak nastawić żonie wywichnięty bark, albo ten, któremu pomogłeś podłączyć radio bezpośrednio do kabla z prądem, nie pozwoli ci zrobić krzywdy.",NIEOGRANICZONE,
PERK_NIEWRAZLIWOSCNALEKKIERANY,Neuroshima Edycja 1.5,Niewrażliwość na lekkie rany,"Odporność na ból 4+ Charakter 12+","Po otrzymaniu Lekkiej rany lub Draśnięcia, Bohater nie musi wykonywać testu Odporności na ból, tak jakby automatycznie zdał test.","A ja tylko czekałem, aż Johnemu wbiją ten bagnet w nogę - to jego ulubiona sztuczka. I stało się, wbili mu to żelazo, głęboko, tak na dziesięć centów. ""I co, boli?"" - zapytali. A on na to jak zwykle: ""Bardziej zaboli was"" i połamał im ręce i nogi, aż trzeszczało. Cały Johny. Lubi, jak mu ktoś coś gdzieś wbije... Czeka na to i dopiero potem robi chłopakom krzywdę.",NIEOGRANICZONE,
PERK_NOSTRZELAJZLOMIE,Neuroshima Edycja 1.5,"No strzelaj, złomie!","Rusznikarstwo 4+","Przy wyniku rzutu na zablokowanie broni w zakresie 1-10 broń zacina się na jedną turę. Bohater potrafi ""przywrócić ją do życia"" w ciągu jednego segmentu.","Dotychczas uważałem, że walenie spluwą o leżący na ziemi kawał beton nie służy broni najlepiej. No cóż, kilka tygodni w towarzystwie Brudnego Harrego potrafi wywrócić człowiekowi światopogląd. On właśnie tak naprawiał gnata, jak mu się zaciął.",NIEOGRANICZONE,
PERK_NOZOWNIK,Neuroshima Edycja 1.5,Nożownik,"Zręczność 12+, Broń ręczna 5+","Otrzymujesz bonus +1 do Broni ręcznej, jeśli walczysz nożem. Ponadto otrzymujesz dodatkową akcję za 3 sukcesy. 
Akcja za 3 sukcesy: wykończenie
PT testu wyższe o poziom. Walczący wbija nóż w serce przeciwnika albo jednym szybkim cięciem rozcina jego gardło, zadając ranę Krytyczną. Ponadto nie musisz wykonywać losowego rzutu, by sprawdzić, czy nóż trafił w cel ostrzem.","Facet zamachnął się na mnie nabitą gwoździami pałką, zrzedła mi mina, ale jakoś uskoczyłem, a maczuga wbiła się w ścianę i tam została. Już się miałem uśmiechnąć, ale nagle widzę, że sukinsyn ma szczęście - w postaci ciężkiego topora opartego obok. O mało nie zlałem się w gacie. Na szczęście go nie uniósł. W końcu zobaczył nóż. Już się miałem uśmiechnąć, gdy nagle zobaczyłem uśmiech na jego twarzy. Znalazł to, czego szukał.",NIEOGRANICZONE,
PERK_OBEZWLADNIENIE,Neuroshima Edycja 1.5,Obezwładnienie,"Bijatyka 2+","Akcja za 2 sukcesy.
Powalasz przeciwnika i próbujesz unieruchomić. Jeśli wygrasz Przeciwstawny test Budowy, przeciwnik nie może się ruszyć (może próbować się uwolnić w każdej następnej turze - za każdym razem ma trudniej o +30%) Jeśli przegrasz - uwolnił się i walczycie dalej. Możesz spróbować zadać ranę unieruchomionemu przeciwnikowi - po zadeklarowaniu tego, musisz wygrać Przeciwstawny test Budowy.","Powalasz gościa na ziemię, wykręcasz rękę, żeby się nie rzucał i pytasz, czy boli. Jeśli jęczy, znaczy się, że boli.",NIEOGRANICZONE,
PERK_ODNAJDYWANIEWLASCIWEJOSOBY,Neuroshima Edycja 1.5,Odnajdywanie właściwej osoby,"Spryt 12+, Charakter 12+","Bohater zdaje Trudny test Sprytu, kręci się trochę po osadzie i wie, kto pełni tutaj ważne funkcje.","Mój kumpel, Sonny - on to potrafił. Wchodził do miasta, kierował się do knajpy i siadał przy stoliku. Po pół godzinie mieliśmy sprzedany cały towar, bak pełen benzyny i pół bagażnika amunicji do AK. Sonny wiedział z kim załatwiać takie rzeczy.",NIEOGRANICZONE,
PERK_ODPORNOSCNAPOGODE,Neuroshima Edycja 1.5,Odporność na pogodę,"Znajomość terenu 4+",W swoich testach Bohater nie uwzględnia utrudnień za niesprzyjające warunki pogodowe.,"Ci goście nie mają kataru, grypy, ani sraczki. Mogą przez tydzień wędrować w ulewie, żreć owady i popijać stęchłą wodą... Śnieg, wichura, pioruny. A ci wędrują i wędrują. I mają się dobrze. I nic, do jasnej cholery, nic im nie jest! To mutanci, mówię ci!",NIEOGRANICZONE,
PERK_ODTRUCIEZARCIA,Neuroshima Edycja 1.5,Odtrucie żarcia,"Zdobywanie wody 6+
","Bohater wykonuje Przeciętny lub Trudny (decyzja MG) test zdobywania wody. Jeśli go zda, może odkazić również zatrute pożywienie.","Na moich oczach podniósł z ziemi zdechłą jaszczurkę i uśmiechnął się. Potem opalił ją na ogniu, wyciął kilka części, wrzucił ją do garnka i dosypał jakiegoś proszku, tak, że woda aż zabulgotała. A potem zjadł tę gadzinę. I wiesz, ja to mam w dupie, ja się padliny nie chwycę, kto wie, na co zdechła, może świerzb miała, albo co innego.",NIEOGRANICZONE,
PERK_ODWROCENIEUWAGI,Neuroshima Edycja 1.5,Odwrócenie uwagi,"Kradzież kieszonkowa 4+, Spryt 10+",Dodaje +30% utrudnienia do testu Czujności ofiary kradzieży.,"W zasadzie nie jest to trudna sprawa, wystarczy trochę wprawy i pomysłów. Ot, udasz, że zostałeś popchnięty, czy zaczepisz kogoś i o coś spytasz, możesz zrobić wiele fajnych numerów - byle facet patrzył ci w oczy, albo gdzieś w horyzont, a nie tam gdzie trzymasz łapy.",NIEOGRANICZONE,
PERK_ORIGAMI,Neuroshima Edycja 1.5,Origami,"Bijatyka 5+, Zręczność 12+","Można stosować w walce bezpośredniej.
Akcja za 1 sukces:
Pochwycenie
Używane przez walczących bronie otrzymują modyfikator jak w zwarciu, a pochwycony dodatkowo otrzymuje karę -2 do Zręczności (dopóki nie przejmie Inicjatywy lub nie otrzyma rany). Ponadto umożliwia przeprowadzenie specjalnych akcji w kolejnych segmentach.
Akcja za 2 sukcesy:
Rzut
Przeciwnik wylatuje w górę i uderza o ziemię. Otrzymuje Lekką ranę i nie może przejąć Inicjatywy w kolejnym segmencie. Jeśli przeciwnik został pochwycony wcześniej, wtedy akcja kosztuje tylko 1 sukces.
Akcja za 3 sukcesy:
Wykończenie
Walczący zakłada dźwignię i unieruchamia przeciwnika, jeśli zechce może zadać ranę Ciężką. Może także przydusić przeciwnika, aż ten straci przytomność. Jeśli przeciwnik został pochwycony wcześniej, wtedy akcja kosztuje tylko 2 sukcesy.","Facet się wkurzył i odszedł. Na dwa lata. Znalazł podobno jakiegoś starego mistrza judo. Dziadek go uczył, uczył i oto skutki. Teraz chodzi z opaską na czole.",NIEOGRANICZONE,
PERK_OSMIORNICA,Neuroshima Edycja 1.5,Ośmiornica,"Bijatyka 4+ lub Broń ręczna 4+, Kondycja 2+, Spryt 12+","Decyzję należy podjąć na początku tury, przed rzutem 3k20. Walczący otrzymuje w danej turze karę -2 do Zręczności w obronie, ale za to nawet mimo braku Inicjatywy, może zastosować w walce manewr Zwiększone tempo.","Nie było na niego bata, machał bronią jakby miał osiem rąk, a nie dwie. I wtedy zdałem sobie sprawę, że ręka mi słabnie i długo tak nie wytrzymam. Musiałem go skosić serią. Cholera, było mi szkoda tych kul...",NIEOGRANICZONE,
PERK_OTWIERANIEZAMKOWELEKTRONICZNYCH,Neuroshima Edycja 1.5,Otwieranie zamków elektronicznych,"Elektronika 2+, Otwieranie zamków 2+","Podczas otwierania zamków elektronicznych możesz w teśćie dodać do swojej Elektroniki, Otwieranie zamków.","Jak myślisz, kto się lepiej zna na sztuce, artysta czy historyk sztuki? Dobra, a kto szybciej otworzy elektroniczny zamek: elektronik czy złodziej? Ty nie musisz się tym przejmować, na szczęście jesteś i jednym, i drugim.",NIEOGRANICZONE,
PERK_PADNIJPOWSTAN,Neuroshima Edycja 1.5,Padnij./powstań,"Zręczność 12+, Budowa 12+
","Pad na ziemię nie zajmuje segmentu, a zerwanie się z ziemi na równe nogi zajmuje tylko jeden segment.","Jeśli jesteś z Hegemoni i nie potrafisz tego od urodzenia, to wstyd. Goście ćwiczą i ćwiczą, a jak dojdzie co do czego, to masz wrażenie, jakby skubaniec leżał na trampolinie. Więc jeżeli wybrałeś Pochodzenie ""Hegemonia"" - lepiej wykup tę Szcztuczkę, inaczej ludzie będą się z ciebie śmiali.",NIEOGRANICZONE,
PERK_PAJAK,Neuroshima Edycja 1.5,Pająk,"Zręczność 14+, Wspinaczka 8+
","Bohater nie musi wykonywać testów Wspinaczki. Jeśli tylko MG uzna, że możliwe jest wspięcie się na daną ścianę, Pająk wspina się tam bez problemu.","Uczył się wspinać od dziecka. Był coraz lepszy, potem jeszcze lepszy. Uczył się tego i uczył, aż w końcu się nauczył.",NIEOGRANICZONE,
PERK_PAKOWANIE,Neuroshima Edycja 1.5,Pakowanie,"Spryt 10+, tylko dla kobiet","Bohaterka posiadająca tę Umiejętność potrafi spakować plecak tak, że może z niego wyjąć dowolną rzecz w trzy tury. Dla samca ten rekord jest nie do pobicia.","Co mówiesz kochanie? Co? ""Cukier jest w łazience w apteczce, w małym pudełku z napisem kakao""?! A gdzie jest bandaż? Co? Włożyłaś bandaże do bidonu?!",FEMALE,
PERK_PANPLASTER,Neuroshima Edycja 1.5,Pan plaster,"Pierwsza pomoc 4+, Spryt 14+","Bohater może używać połowy wartości Umiejętności Pierwsza pomoc, jakby właśnie tyle punktów miał w Umiejętności Leczenie ran.","Ten sanitariusz, co to kulom się nie kłaniał, miał jeszcze jedną ciekawą umiejętność. Za pomocą najprostszych środków potrafił leczyć najpoważniejsze obrażenia. Tu plaster, tam plaster i po trepanacji ani śladu.",NIEOGRANICZONE,
PERK_PEWNAREKA,Neuroshima Edycja 1.5,Pewna ręka,"Pistolety 3+ lub Karabiny 3+, Charakter 12+, Zręczność 12+
","Gdy poświęcasz segment na celowanie, oprócz dodatkowej kostki do testu strzału, zyskujesz ułatwienie do testu. Test staje się łatwiejszy o -30%","Amator bierze do ręki spluwę i wali gdzie popadnie. Gdyby się sobie przyjrzał, odkryłby, że ręka mu lata jak szmata na wietrze. Zawodowiec ma pewną rękę i strzały częściej sięgają celu. Ale prawdziwi mistrzowie stają się jednością z pistoletem. Wiesz, pistolet jest przedłużeniem oczu. Znaczy się ręki. Jakoś tak.",NIEOGRANICZONE,
PERK_PIERWOTNYINSTYNKT,Neuroshima Edycja 1.5,Pierwotny instynkt,"Zręczność 12+, Czujność 2+, Bijatyka 3+
","Bez względu na sytuację, w teście Inicjatywy zawsze testujesz Zręczność, nawet gdy inni muszą testować Percepcję.","Pewnego razu zaczailiśmy się w ruinach na paru gangerów. Rozdzieliliśmy i zachodzimy ich od różnych stron. Nagle widzę, a tu Johny z jednej strony murku, a Devil z drugiej. Murek się kończy i ta dwójka naszych wpada na siebie. W tej samej chwili Devil leży i trzyma się za krwawiący nos. Bo Johny ma swoją świętą zasadę: najpierw bije, a potem sprawdza kogo.",NIEOGRANICZONE,
PERK_PITBULL,Neuroshima Edycja 1.5,Pitbull,"Czujność 3+, Percepcja 13+, Zręczność 13+","Nie można cię zaskoczyć żadną zasadzką. Nie znaczy to, że wypatrujesz zagrożenie wcześniej, po prostu jesteś zawsze gotowy do walki i reagujesz natychmiast. Nie tracisz segmentów z powodu zasadzki i w normalny sposób testujesz Inicjatywę.","Wracaliśmy kiedyś w czwórkę z wielkiego festynu przyjaźni z mutantami w Saint Louis. Nieźle się ubawiliśmy. Pech chciał, że w krzakach przyczaiła się banda Teksańczyków, którym festyn nie przypadł do gustu. Wyskoczyli nagle z krzaków i jedynym z nas, który nie oberwał był Jojo. Potem wyrzucaliśmy mu: Jojo, czemu nas nie ostrzegłeś, czemu nie ostrzegłeś?",NIEOGRANICZONE,
PERK_PLUGPLAY,Neuroshima Edycja 1.5,Plug&Play,"Komputery 2+, Wozy bojowe 2+ lub Maszyny ciężkie 2+
",Bohater potrafi podłączyć komputer do ciężkiej maszynerii. Umiejętność Komputery staje się Umiejętnością wspomagającą dla Wozów bojowych i Maszyn ciężkich.,"Tylko raz widziałem takie cudo. Spec podłączył swój komputer do panelu fabryki, nacisnął czerwony guzik i wszystkie syreny zaczęły wygrywać Happy Birthday. To były moje urodziny. Wzruszyłem się.
",NIEOGRANICZONE,
PERK_POSCHODACH,Neuroshima Edycja 1.5,Po schodach,"Prowadzenie motocykla 3+, Zręczność 12+
","Bohater nie otrzymuje utrudnień do prowadzenia motocykla podczas jazdy wewnątrz budynków (po korytarzach, czy schodach.)","Puszczasz sprzęgło i w drogę. Ja tak często jeżdżę, a bo to mało razy winda się spieprzyła? Miałem na nogach wchodzić?! Na piąte piętro?!",NIEOGRANICZONE,
PERK_PODRASOWANIE,Neuroshima Edycja 1.5,Podrasowanie,"Mechanika 6+ lub Elektronika 6+, Spryt 12+
",Bohater może zwiększyć wydajność dowolnego urządzenia od 50% do 200% zależnie od sytuacji. Urządzenie ma dużą szansę na poważną awarię w trakcie pracy - decyduje MG.,"I wziął go bracie, podkręcił tak, że wyciągaliśmy setkę w 6 sekund. Inna sprawa, że po tygodniu chłodnica spłonęła...",NIEOGRANICZONE,
PERK_POLOZENIEMOTOCYKLA,Neuroshima Edycja 1.5,Położenie motocykla,"Prowadzenie motocykla 6+, Zręczność 12+","Bohater w pełnej szybkości kładzie motor; przejeżdża nisko pod przeszkodą, a po jej minięciu stawia motor i jedzie dalej.","Pierwszy raz w życiu widziałem coś takiego. Facet wjechał na motorze pod pędzącą ciężarówkę, wyjechał z drugiej strony i po trzech minutach ciężarówka wybuchła...",NIEOGRANICZONE,
PERK_PROWIZORKA,Neuroshima Edycja 1.5,Prowizorka,"Mechanika 3+ lub Elektronika 3+
","Mając do dyspozycji kilka narzędzi i kawałek drutu, jesteś w stanie uruchomić urządzenie w czasie dziesięciokrotnie krótszym niż to normalnie wymagane, nawet jeśli nie masz ""niezbędnych"" do tego elementów i narzędzi. Urządzenie działa przez kilka minut, czasem kilka godzin, zależnie od stopnia uszkodzeń (decyzja MG)","Facet wziął śrubokręt, kawałek drutu i zapalniczkę. Chwilę potem odlecieliśmy w siną dal. Zrobił z tego helikopter. No poważnie!",NIEOGRANICZONE,
PERK_RAPPELLING,Neuroshima Edycja 1.5,Rappelling,"Wspinaczka 3+","Bohater potrafi zjeżdżać po linie - jest to prędkość niewiele wolniejsza, niż gdyby zeskoczył.","Kumpel wyrzucił linę za okno i krzyczy: ""spierdalamy"", zjeżdża po niej. No i skoczyłem za nim. Jakbyłem w połowie drogi, to już wiedziałem, że nie jest to takie proste, jak myślałem. Przytomność straciłem przy lądowaniu. Od tej pory do lin podchodzę raczej ostrożnie.",NIEOGRANICZONE,
PERK_RODEO,Neuroshima Edycja 1.5,Rodeo,"Ujeżdżanie 5+, Jazda konna 3+","Jeśli MG stwierdzi, że dane stworzenie da się ujeździć za pomocą testu najwyżej Bardzo Trudnego (po zastosowaniu Suwaka!), to znaczy, że ty nie musisz testować w ogóle. Wsiadasz i jedziesz, stary, jak samochodem.","Ha ha! Wypakowałeś tę idiotyczną Umiejętność na 5+? No to odbierz prezent! Sztuczka do wykupienia, a mikser gratis. Niech Ci MG kupi.",NIEOGRANICZONE,
PERK_ROZROBA,Neuroshima Edycja 1.5,Rozróba,"Bijatyka 6+, Budowa 12+, Zręczność 12+","Walcząc z wieloma przeciwnikami, Bohater może wykonać darmowy atak przeciwko każdemu ze swoich pozostałych przeciwników, względem których posiada Inicjatywę. Każdy dodatkowy atak wykonuje rzutem 1k20 i może zadać co najwyżej cios za 1 sukces. Przeciwnicy bronią się normalnie, za pomocą swoich 3k20.","Facet miał ksywę Niedźwiedź, i wiesz, dopiero jak go chcieliśmy związać, to załapałem, w czym rzecz...",NIEOGRANICZONE,
PERK_RRRROOOAAARRR,Neuroshima Edycja 1.5,Rrrroooaaarrr,"Bijatyka 3+, Charakter 16+","Jeśli walczący przeprowadza manewry Furia lub Szarża, wykonuje okrzyk bojowy i przeciwnik jest zmuszony do testu Morale, tak jak w przypadku zasady Najpierw spójrz mi w oczy. Sztuczki można użyć tylko raz przeciwko temu samemu przeciwnikowi. W walce z wieloma przeciwnikami działa na maksimum 5-ciu przeciwników.","Kiedyś słyszałem o czymś takim jak okrzyk bojowy, ale dopiero gdy spotkałem Jackiego, załapałem w czym rzecz. Gdy na mnie wrzasnął, po prostu się przewróciłem. Podobno sekretem jest czosnek.",NIEOGRANICZONE,
